,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,level_0,index,song,artist,track_id
0,0.716,0.238,0,-19.214,1,0.0357,0.952,0.874,0.099,0.0867,93.03,audio_features,4i5Q2kAQXW8yN3I8oF0S6y,spotify:track:4i5Q2kAQXW8yN3I8oF0S6y,https://api.spotify.com/v1/tracks/4i5Q2kAQXW8yN3I8oF0S6y,https://api.spotify.com/v1/audio-analysis/4i5Q2kAQXW8yN3I8oF0S6y,192419,4,0,0,All Too Well (Acoustic Instrumental),Edward Ong,4i5Q2kAQXW8yN3I8oF0S6y
1,0.723,0.289,1,-18.972,1,0.0454,0.871,0.766,0.0939,0.473,93.01,audio_features,7GUCn1kZEPWsec3ql7gYmf,spotify:track:7GUCn1kZEPWsec3ql7gYmf,https://api.spotify.com/v1/tracks/7GUCn1kZEPWsec3ql7gYmf,https://api.spotify.com/v1/audio-analysis/7GUCn1kZEPWsec3ql7gYmf,141716,4,1,1,Love Nwantiti (Acoustic Instrumental),Edward Ong,7GUCn1kZEPWsec3ql7gYmf
2,0.785,0.356,1,-15.437,1,0.0359,0.891,0.919,0.108,0.205,115.869,audio_features,3bmBkt3iLFJWptwYmdZUYd,spotify:track:3bmBkt3iLFJWptwYmdZUYd,https://api.spotify.com/v1/tracks/3bmBkt3iLFJWptwYmdZUYd,https://api.spotify.com/v1/audio-analysis/3bmBkt3iLFJWptwYmdZUYd,153362,4,2,2,Cold Heart - Acoustic Instrumental,Edward Ong,3bmBkt3iLFJWptwYmdZUYd
3,0.602,0.256,5,-14.836,1,0.0405,0.881,0.809,0.0931,0.206,141.887,audio_features,0ykGfuv3McDRCa4KwoONvd,spotify:track:0ykGfuv3McDRCa4KwoONvd,https://api.spotify.com/v1/tracks/0ykGfuv3McDRCa4KwoONvd,https://api.spotify.com/v1/audio-analysis/0ykGfuv3McDRCa4KwoONvd,222169,4,3,3,Easy On Me - Acoustic Instrumental,Edward Ong,0ykGfuv3McDRCa4KwoONvd
4,0.585,0.29,10,-16.978,0,0.0557,0.972,0.887,0.127,0.397,169.894,audio_features,2jxC87YsC8jzlR3F5dBrgD,spotify:track:2jxC87YsC8jzlR3F5dBrgD,https://api.spotify.com/v1/tracks/2jxC87YsC8jzlR3F5dBrgD,https://api.spotify.com/v1/audio-analysis/2jxC87YsC8jzlR3F5dBrgD,141166,4,4,4,Stay - Instrumental,Ray Mak,2jxC87YsC8jzlR3F5dBrgD
5,0.713,0.458,11,-10.63,0,0.0412,0.913,0.931,0.106,0.77,140.991,audio_features,1DrIR5iAXJaBm7UWBRiiQx,spotify:track:1DrIR5iAXJaBm7UWBRiiQx,https://api.spotify.com/v1/tracks/1DrIR5iAXJaBm7UWBRiiQx,https://api.spotify.com/v1/audio-analysis/1DrIR5iAXJaBm7UWBRiiQx,206383,4,5,5,Shivers - Acoustic Instrumental,Edward Ong,1DrIR5iAXJaBm7UWBRiiQx
6,0.64,0.591,6,-17.663,1,0.0367,0.754,0.915,0.12,0.251,115.99,audio_features,412yfYmqbuGJaAhpEPr3gb,spotify:track:412yfYmqbuGJaAhpEPr3gb,https://api.spotify.com/v1/tracks/412yfYmqbuGJaAhpEPr3gb,https://api.spotify.com/v1/audio-analysis/412yfYmqbuGJaAhpEPr3gb,201581,4,6,6,Cold Heart - Piano Version,Daniele Leoni,412yfYmqbuGJaAhpEPr3gb
7,0.655,0.0883,0,-19.0,0,0.0488,0.971,0.897,0.109,0.373,119.985,audio_features,7lr1Qj5i2emYCPqUiIyFcz,spotify:track:7lr1Qj5i2emYCPqUiIyFcz,https://api.spotify.com/v1/tracks/7lr1Qj5i2emYCPqUiIyFcz,https://api.spotify.com/v1/audio-analysis/7lr1Qj5i2emYCPqUiIyFcz,181820,4,7,7,Moth To A Flame - Acoustic Instrumental,Guus Dielissen,7lr1Qj5i2emYCPqUiIyFcz
8,0.632,0.233,4,-14.104,1,0.035,0.899,0.888,0.0947,0.418,104.987,audio_features,0lphV5Pq09f2QhadJMG9iM,spotify:track:0lphV5Pq09f2QhadJMG9iM,https://api.spotify.com/v1/tracks/0lphV5Pq09f2QhadJMG9iM,https://api.spotify.com/v1/audio-analysis/0lphV5Pq09f2QhadJMG9iM,150976,4,8,8,My Universe - Acoustic Instrumental,Edward Ong,0lphV5Pq09f2QhadJMG9iM
9,0.607,0.201,8,-14.088,1,0.0788,0.894,0.447,0.128,0.137,74.928,audio_features,1ZubmvBkrzA4qifxIsTJhs,spotify:track:1ZubmvBkrzA4qifxIsTJhs,https://api.spotify.com/v1/tracks/1ZubmvBkrzA4qifxIsTJhs,https://api.spotify.com/v1/audio-analysis/1ZubmvBkrzA4qifxIsTJhs,161300,4,9,9,Visiting Hours - Acoustic Instrumental,Edward Ong,1ZubmvBkrzA4qifxIsTJhs
10,0.753,0.242,8,-13.985,1,0.0375,0.919,0.955,0.123,0.37,110.84,audio_features,5ENQF6sqiV1BmZeBQsPzdg,spotify:track:5ENQF6sqiV1BmZeBQsPzdg,https://api.spotify.com/v1/tracks/5ENQF6sqiV1BmZeBQsPzdg,https://api.spotify.com/v1/audio-analysis/5ENQF6sqiV1BmZeBQsPzdg,123784,4,10,10,Kiss Me More - Acoustic Instrumental,Edward Ong,5ENQF6sqiV1BmZeBQsPzdg
11,0.492,0.273,0,-14.257,1,0.0396,0.932,0.922,0.0904,0.449,89.729,audio_features,4MCwgW3VywUIyXb5PYLsii,spotify:track:4MCwgW3VywUIyXb5PYLsii,https://api.spotify.com/v1/tracks/4MCwgW3VywUIyXb5PYLsii,https://api.spotify.com/v1/audio-analysis/4MCwgW3VywUIyXb5PYLsii,152608,4,11,11,Peaches (Acoustic Instrumental),Edward Ong,4MCwgW3VywUIyXb5PYLsii
12,0.577,0.16,0,-16.16,1,0.0464,0.98,0.926,0.165,0.238,143.297,audio_features,2Oej38AKkUraslaWEK1ATx,spotify:track:2Oej38AKkUraslaWEK1ATx,https://api.spotify.com/v1/tracks/2Oej38AKkUraslaWEK1ATx,https://api.spotify.com/v1/audio-analysis/2Oej38AKkUraslaWEK1ATx,215375,4,12,12,When I Was Your Man - Acoustic Instrumental,Edward Ong,2Oej38AKkUraslaWEK1ATx
13,0.798,0.225,11,-14.928,0,0.0534,0.69,0.674,0.146,0.354,125.895,audio_features,011WVLOfVDfUgCRyNUedWd,spotify:track:011WVLOfVDfUgCRyNUedWd,https://api.spotify.com/v1/tracks/011WVLOfVDfUgCRyNUedWd,https://api.spotify.com/v1/audio-analysis/011WVLOfVDfUgCRyNUedWd,158957,4,13,13,Bad Habits - Acoustic Instrumental,Edward Ong,011WVLOfVDfUgCRyNUedWd
14,0.545,0.0572,11,-29.206,0,0.0428,0.988,0.941,0.109,0.601,95.004,audio_features,4ZKKBWeG72sVgHExxaCJFz,spotify:track:4ZKKBWeG72sVgHExxaCJFz,https://api.spotify.com/v1/tracks/4ZKKBWeG72sVgHExxaCJFz,https://api.spotify.com/v1/audio-analysis/4ZKKBWeG72sVgHExxaCJFz,151579,4,14,14,Beggin - Piano Instrumental,Marcus Chow,4ZKKBWeG72sVgHExxaCJFz
15,0.63,0.365,8,-9.322,0,0.0414,0.959,0.771,0.11,0.403,79.985,audio_features,3IqTI39C2x07BIQvhm10Sm,spotify:track:3IqTI39C2x07BIQvhm10Sm,https://api.spotify.com/v1/tracks/3IqTI39C2x07BIQvhm10Sm,https://api.spotify.com/v1/audio-analysis/3IqTI39C2x07BIQvhm10Sm,124781,4,15,15,Montero - Acoustic Instrumental,Edward Ong,3IqTI39C2x07BIQvhm10Sm
16,0.639,0.203,9,-18.92,1,0.0498,0.994,0.949,0.107,0.362,115.048,audio_features,61po9RkP26gzkQGvfJAJzO,spotify:track:61po9RkP26gzkQGvfJAJzO,https://api.spotify.com/v1/tracks/61po9RkP26gzkQGvfJAJzO,https://api.spotify.com/v1/audio-analysis/61po9RkP26gzkQGvfJAJzO,162783,4,16,16,Permission To Dance - Piano Instrumental,Marcus Chow,61po9RkP26gzkQGvfJAJzO
17,0.414,0.278,6,-16.274,0,0.0491,0.961,0.917,0.107,0.512,166.664,audio_features,1TwvVzZNyozxqwerI8kaUT,spotify:track:1TwvVzZNyozxqwerI8kaUT,https://api.spotify.com/v1/tracks/1TwvVzZNyozxqwerI8kaUT,https://api.spotify.com/v1/audio-analysis/1TwvVzZNyozxqwerI8kaUT,178859,4,17,17,good 4 you - Piano Instrumental,Ray Mak,1TwvVzZNyozxqwerI8kaUT
18,0.39,0.282,0,-16.724,1,0.0396,0.91,0.923,0.111,0.397,78.161,audio_features,0iTyIMFWbaSxNrcT5Dau0X,spotify:track:0iTyIMFWbaSxNrcT5Dau0X,https://api.spotify.com/v1/tracks/0iTyIMFWbaSxNrcT5Dau0X,https://api.spotify.com/v1/audio-analysis/0iTyIMFWbaSxNrcT5Dau0X,225865,4,18,18,Leave The Door Open - Acoustic Instrumental,Guus Dielissen,0iTyIMFWbaSxNrcT5Dau0X
19,0.709,0.137,8,-16.932,1,0.077,0.947,0.839,0.0671,0.617,110.054,audio_features,2mlvECmXLCu0TBhgp0LGYT,spotify:track:2mlvECmXLCu0TBhgp0LGYT,https://api.spotify.com/v1/tracks/2mlvECmXLCu0TBhgp0LGYT,https://api.spotify.com/v1/audio-analysis/2mlvECmXLCu0TBhgp0LGYT,178909,4,19,19,Butter (Piano Instrumental),Ray Mak,2mlvECmXLCu0TBhgp0LGYT
20,0.601,0.483,11,-9.733,1,0.0304,0.776,0.869,0.105,0.32,99.999,audio_features,2PvLxJ77bGHv0KZiNEjsQN,spotify:track:2PvLxJ77bGHv0KZiNEjsQN,https://api.spotify.com/v1/tracks/2PvLxJ77bGHv0KZiNEjsQN,https://api.spotify.com/v1/audio-analysis/2PvLxJ77bGHv0KZiNEjsQN,169275,4,20,20,As I Am (Acoustic Instrumental),Edward Ong,2PvLxJ77bGHv0KZiNEjsQN
21,0.325,0.515,9,-7.205,1,0.0298,0.811,0.117,0.0913,0.0901,180.892,audio_features,6nXn2ZQ0SMvIKZyYFDgATq,spotify:track:6nXn2ZQ0SMvIKZyYFDgATq,https://api.spotify.com/v1/tracks/6nXn2ZQ0SMvIKZyYFDgATq,https://api.spotify.com/v1/audio-analysis/6nXn2ZQ0SMvIKZyYFDgATq,216781,4,21,21,deja vu - Instrumental,Brian Catuccio,6nXn2ZQ0SMvIKZyYFDgATq
22,0.554,0.0741,9,-22.645,0,0.0519,0.988,0.892,0.112,0.27,115.12,audio_features,2relJCLhJlZFesh9MohmHB,spotify:track:2relJCLhJlZFesh9MohmHB,https://api.spotify.com/v1/tracks/2relJCLhJlZFesh9MohmHB,https://api.spotify.com/v1/audio-analysis/2relJCLhJlZFesh9MohmHB,270728,4,22,22,Your Power - Piano Version,Philip,2relJCLhJlZFesh9MohmHB
23,0.429,0.007,1,-32.048,0,0.0558,0.993,0.945,0.0774,0.221,125.966,audio_features,4mZqZnXM8UaLmvRhgpimeA,spotify:track:4mZqZnXM8UaLmvRhgpimeA,https://api.spotify.com/v1/tracks/4mZqZnXM8UaLmvRhgpimeA,https://api.spotify.com/v1/audio-analysis/4mZqZnXM8UaLmvRhgpimeA,200000,4,23,23,Hold on - Piano Instrumental,Box of Music,4mZqZnXM8UaLmvRhgpimeA
24,0.456,0.144,1,-16.759,1,0.0358,0.982,0.931,0.106,0.116,104.993,audio_features,2sindV5MPoBIkAW02OFtHF,spotify:track:2sindV5MPoBIkAW02OFtHF,https://api.spotify.com/v1/tracks/2sindV5MPoBIkAW02OFtHF,https://api.spotify.com/v1/audio-analysis/2sindV5MPoBIkAW02OFtHF,203143,4,24,24,Someone You Loved,The Piano Guys,2sindV5MPoBIkAW02OFtHF
25,0.23,0.217,10,-13.464,1,0.0386,0.989,0.892,0.0844,0.156,157.084,audio_features,4eYaDRhiL5iesFp2EuoODr,spotify:track:4eYaDRhiL5iesFp2EuoODr,https://api.spotify.com/v1/tracks/4eYaDRhiL5iesFp2EuoODr,https://api.spotify.com/v1/audio-analysis/4eYaDRhiL5iesFp2EuoODr,275973,3,25,25,A Thousand Years,The Piano Guys,4eYaDRhiL5iesFp2EuoODr
26,0.678,0.534,4,-15.09,1,0.0544,0.938,0.907,0.113,0.744,124.986,audio_features,67RxU0zEi0ApkOjON3iQXC,spotify:track:67RxU0zEi0ApkOjON3iQXC,https://api.spotify.com/v1/tracks/67RxU0zEi0ApkOjON3iQXC,https://api.spotify.com/v1/audio-analysis/67RxU0zEi0ApkOjON3iQXC,188400,4,26,26,Permission to Dance,Shin Giwon Piano,67RxU0zEi0ApkOjON3iQXC
27,0.628,0.668,7,-6.819,1,0.027,0.00807,0.816,0.105,0.324,117.971,audio_features,2uweyMzCOxepmZTFiRrgGZ,spotify:track:2uweyMzCOxepmZTFiRrgGZ,https://api.spotify.com/v1/tracks/2uweyMzCOxepmZTFiRrgGZ,https://api.spotify.com/v1/audio-analysis/2uweyMzCOxepmZTFiRrgGZ,218854,4,27,27,Save Your Tears,Simply Three,2uweyMzCOxepmZTFiRrgGZ
28,0.693,0.362,11,-11.937,1,0.0367,0.892,0.954,0.105,0.155,110.022,audio_features,4jyDO6rwVSyM1NqpKfczBn,spotify:track:4jyDO6rwVSyM1NqpKfczBn,https://api.spotify.com/v1/tracks/4jyDO6rwVSyM1NqpKfczBn,https://api.spotify.com/v1/audio-analysis/4jyDO6rwVSyM1NqpKfczBn,182045,4,28,28,Afterglow (Acoustic Instrumental),Edward Ong,4jyDO6rwVSyM1NqpKfczBn
29,0.513,0.305,9,-8.56,0,0.0274,0.942,0.791,0.117,0.162,130.008,audio_features,4apNEAqEEONB4R65RjPXQE,spotify:track:4apNEAqEEONB4R65RjPXQE,https://api.spotify.com/v1/tracks/4apNEAqEEONB4R65RjPXQE,https://api.spotify.com/v1/audio-analysis/4apNEAqEEONB4R65RjPXQE,240517,4,29,29,Your Power - Cello and Guitar Cover,Eva Brönner,4apNEAqEEONB4R65RjPXQE
30,0.66,0.3,2,-12.372,0,0.0666,0.903,0.835,0.0932,0.527,144.143,audio_features,3Y4LcOCPSoJhzfZreENKJf,spotify:track:3Y4LcOCPSoJhzfZreENKJf,https://api.spotify.com/v1/tracks/3Y4LcOCPSoJhzfZreENKJf,https://api.spotify.com/v1/audio-analysis/3Y4LcOCPSoJhzfZreENKJf,154733,4,30,30,Positions - Instrumental,Guitar Tribute Players,3Y4LcOCPSoJhzfZreENKJf
31,0.62,0.213,4,-20.211,0,0.0421,0.979,0.925,0.104,0.137,110.016,audio_features,3hCuDQq74DRpGYeeF04I8y,spotify:track:3hCuDQq74DRpGYeeF04I8y,https://api.spotify.com/v1/tracks/3hCuDQq74DRpGYeeF04I8y,https://api.spotify.com/v1/audio-analysis/3hCuDQq74DRpGYeeF04I8y,158773,4,31,31,Dakiti - Instrumental,Piano Dreamers,3hCuDQq74DRpGYeeF04I8y
32,0.425,0.154,10,-18.153,1,0.0418,0.982,0.908,0.0896,0.0463,76.266,audio_features,35blCqfZNmZW0ahlA8Q26T,spotify:track:35blCqfZNmZW0ahlA8Q26T,https://api.spotify.com/v1/tracks/35blCqfZNmZW0ahlA8Q26T,https://api.spotify.com/v1/audio-analysis/35blCqfZNmZW0ahlA8Q26T,226545,4,32,32,Drivers License - Instrumental,Jason Lyle Black,35blCqfZNmZW0ahlA8Q26T
33,0.518,0.27,5,-16.803,1,0.0435,0.987,0.932,0.125,0.134,148.01,audio_features,09Ei10nzYC3phwXAMRt2aq,spotify:track:09Ei10nzYC3phwXAMRt2aq,https://api.spotify.com/v1/tracks/09Ei10nzYC3phwXAMRt2aq,https://api.spotify.com/v1/audio-analysis/09Ei10nzYC3phwXAMRt2aq,233578,4,33,33,Leave The Door Open - Piano Version,Dreams on Ivories,09Ei10nzYC3phwXAMRt2aq
34,0.71,0.197,11,-14.648,0,0.0976,0.904,0.894,0.101,0.478,79.995,audio_features,2EVEZAWADVa0beBufS5Sdn,spotify:track:2EVEZAWADVa0beBufS5Sdn,https://api.spotify.com/v1/tracks/2EVEZAWADVa0beBufS5Sdn,https://api.spotify.com/v1/audio-analysis/2EVEZAWADVa0beBufS5Sdn,157373,4,34,34,Lonely - Instrumental,Guitar Tribute Players,2EVEZAWADVa0beBufS5Sdn
35,0.442,0.108,0,-23.89,1,0.0511,0.987,0.929,0.0772,0.103,184.01,audio_features,4Xh4QnG4qgeppENlobwoFa,spotify:track:4Xh4QnG4qgeppENlobwoFa,https://api.spotify.com/v1/tracks/4Xh4QnG4qgeppENlobwoFa,https://api.spotify.com/v1/audio-analysis/4Xh4QnG4qgeppENlobwoFa,174783,4,35,35,At My Worst - Piano Version,Kim Bo,4Xh4QnG4qgeppENlobwoFa
36,0.524,0.364,8,-12.754,1,0.0342,0.868,0.873,0.126,0.3,80.993,audio_features,2Qi3Mk0xvEw9v7OBfQxgaq,spotify:track:2Qi3Mk0xvEw9v7OBfQxgaq,https://api.spotify.com/v1/tracks/2Qi3Mk0xvEw9v7OBfQxgaq,https://api.spotify.com/v1/audio-analysis/2Qi3Mk0xvEw9v7OBfQxgaq,195164,4,36,36,Life Goes On (Acoustic Instrumental),Edward Ong,2Qi3Mk0xvEw9v7OBfQxgaq
37,0.656,0.224,6,-14.544,0,0.055,0.922,0.882,0.116,0.432,139.884,audio_features,4By6po0OvXr3JepORyCF05,spotify:track:4By6po0OvXr3JepORyCF05,https://api.spotify.com/v1/tracks/4By6po0OvXr3JepORyCF05,https://api.spotify.com/v1/audio-analysis/4By6po0OvXr3JepORyCF05,152427,4,37,37,Wonder - Instrumental,Guitar Tribute Players,4By6po0OvXr3JepORyCF05
38,0.654,0.533,5,-8.85,1,0.0456,0.624,0.617,0.118,0.391,143.981,audio_features,1i5kn8fOYruacHkkAkhI8X,spotify:track:1i5kn8fOYruacHkkAkhI8X,https://api.spotify.com/v1/tracks/1i5kn8fOYruacHkkAkhI8X,https://api.spotify.com/v1/audio-analysis/1i5kn8fOYruacHkkAkhI8X,179463,4,38,38,positions,Jeremy Green,1i5kn8fOYruacHkkAkhI8X
39,0.622,0.255,0,-13.51,1,0.0969,0.92,0.903,0.102,0.153,119.808,audio_features,3ACFs3u1E3yUCGQRWZkVzs,spotify:track:3ACFs3u1E3yUCGQRWZkVzs,https://api.spotify.com/v1/tracks/3ACFs3u1E3yUCGQRWZkVzs,https://api.spotify.com/v1/audio-analysis/3ACFs3u1E3yUCGQRWZkVzs,134095,4,39,39,Date 2 (From 'Kimi No Nawa') - Guitar Instrumental,Edward Ong,3ACFs3u1E3yUCGQRWZkVzs
40,0.603,0.331,3,-10.52,1,0.0338,0.749,0.00164,0.117,0.117,143.781,audio_features,71euz30NBtPdxSR5h0wITc,spotify:track:71euz30NBtPdxSR5h0wITc,https://api.spotify.com/v1/tracks/71euz30NBtPdxSR5h0wITc,https://api.spotify.com/v1/audio-analysis/71euz30NBtPdxSR5h0wITc,237825,4,40,40,drivers license - Instrumental,Slowhands,71euz30NBtPdxSR5h0wITc
41,0.302,0.0484,2,-29.148,1,0.0531,0.991,0.928,0.13,0.202,185.5,audio_features,5miyOEVIHAQVmCi1CxgFeP,spotify:track:5miyOEVIHAQVmCi1CxgFeP,https://api.spotify.com/v1/tracks/5miyOEVIHAQVmCi1CxgFeP,https://api.spotify.com/v1/audio-analysis/5miyOEVIHAQVmCi1CxgFeP,114000,4,41,41,Therefore I Am - Piano Version,Kim Bo,5miyOEVIHAQVmCi1CxgFeP
42,0.504,0.252,0,-13.096,1,0.0368,0.898,0.0642,0.176,0.576,85.642,audio_features,2u4JoRK5mDEx5dq57XYdqj,spotify:track:2u4JoRK5mDEx5dq57XYdqj,https://api.spotify.com/v1/tracks/2u4JoRK5mDEx5dq57XYdqj,https://api.spotify.com/v1/audio-analysis/2u4JoRK5mDEx5dq57XYdqj,204408,4,42,42,Watermelon Sugar - Instrumental,Slowhands,2u4JoRK5mDEx5dq57XYdqj
43,0.608,0.178,4,-18.415,0,0.0387,0.98,0.908,0.0868,0.357,113.001,audio_features,1x3WWIV5TtVfzrG01sRSK1,spotify:track:1x3WWIV5TtVfzrG01sRSK1,https://api.spotify.com/v1/tracks/1x3WWIV5TtVfzrG01sRSK1,https://api.spotify.com/v1/audio-analysis/1x3WWIV5TtVfzrG01sRSK1,220667,4,43,43,Break My Heart - Instrumental,Piano Dreamers,1x3WWIV5TtVfzrG01sRSK1
44,0.7,0.265,4,-13.341,1,0.0301,0.832,0.371,0.0918,0.435,134.099,audio_features,18h9deWsf76VJv04k506lY,spotify:track:18h9deWsf76VJv04k506lY,https://api.spotify.com/v1/tracks/18h9deWsf76VJv04k506lY,https://api.spotify.com/v1/audio-analysis/18h9deWsf76VJv04k506lY,307479,4,44,44,Slow Dancing in a Burning Room (feat. Nick Johnston),Mike Dawes,18h9deWsf76VJv04k506lY
45,0.36,0.289,2,-20.191,1,0.0284,0.467,0.921,0.0728,0.361,108.651,audio_features,4jPRIn7RK2VIRMxsnqLJDt,spotify:track:4jPRIn7RK2VIRMxsnqLJDt,https://api.spotify.com/v1/tracks/4jPRIn7RK2VIRMxsnqLJDt,https://api.spotify.com/v1/audio-analysis/4jPRIn7RK2VIRMxsnqLJDt,230875,4,45,45,Chasing Cars,Casper Esmann,4jPRIn7RK2VIRMxsnqLJDt
46,0.539,0.223,1,-16.999,0,0.0366,0.952,0.92,0.107,0.379,135.925,audio_features,0yxHod0FL7710UacXMQA2y,spotify:track:0yxHod0FL7710UacXMQA2y,https://api.spotify.com/v1/tracks/0yxHod0FL7710UacXMQA2y,https://api.spotify.com/v1/audio-analysis/0yxHod0FL7710UacXMQA2y,178178,4,46,46,Hold On (Instrumental Guitar),Guus Dielissen,0yxHod0FL7710UacXMQA2y
47,0.538,0.00897,1,-36.524,1,0.0569,0.993,0.961,0.0944,0.551,148.041,audio_features,3dJemNIy68bEnsGhoYW2g8,spotify:track:3dJemNIy68bEnsGhoYW2g8,https://api.spotify.com/v1/tracks/3dJemNIy68bEnsGhoYW2g8,https://api.spotify.com/v1/audio-analysis/3dJemNIy68bEnsGhoYW2g8,185800,4,47,47,Death Bed - Piano Instrumental,Box of Music,3dJemNIy68bEnsGhoYW2g8
48,0.567,0.295,11,-11.838,0,0.0331,0.884,0.829,0.0998,0.238,79.954,audio_features,7d9FE18olevacAtBDR6GvF,spotify:track:7d9FE18olevacAtBDR6GvF,https://api.spotify.com/v1/tracks/7d9FE18olevacAtBDR6GvF,https://api.spotify.com/v1/audio-analysis/7d9FE18olevacAtBDR6GvF,149675,4,48,48,Lonely,Vadim Kobal,7d9FE18olevacAtBDR6GvF
49,0.638,0.112,8,-18.787,1,0.0527,0.922,0.612,0.113,0.314,179.641,audio_features,6R3i0GupMKPzkURdPpWWDf,spotify:track:6R3i0GupMKPzkURdPpWWDf,https://api.spotify.com/v1/tracks/6R3i0GupMKPzkURdPpWWDf,https://api.spotify.com/v1/audio-analysis/6R3i0GupMKPzkURdPpWWDf,167915,3,49,49,Stuck With You - Instrumental,Edward Ong,6R3i0GupMKPzkURdPpWWDf
50,0.181,0.357,9,-15.352,0,0.0391,0.968,0.888,0.0827,0.447,184.772,audio_features,2F2AKUzjqZ3dFBzMKiFDKW,spotify:track:2F2AKUzjqZ3dFBzMKiFDKW,https://api.spotify.com/v1/tracks/2F2AKUzjqZ3dFBzMKiFDKW,https://api.spotify.com/v1/audio-analysis/2F2AKUzjqZ3dFBzMKiFDKW,185641,4,50,50,Watermelon Sugar (Piano Arrangement),The Theorist,2F2AKUzjqZ3dFBzMKiFDKW
51,0.579,0.225,4,-16.498,0,0.0634,0.783,0.912,0.118,0.54,113.042,audio_features,3OyG7ascEr6yb0RHtk6dXX,spotify:track:3OyG7ascEr6yb0RHtk6dXX,https://api.spotify.com/v1/tracks/3OyG7ascEr6yb0RHtk6dXX,https://api.spotify.com/v1/audio-analysis/3OyG7ascEr6yb0RHtk6dXX,222888,4,51,51,Break My Heart - Piano Instrumental,Marcus Chow,3OyG7ascEr6yb0RHtk6dXX
52,0.46,0.0939,11,-23.868,0,0.0378,0.986,0.935,0.107,0.0387,73.931,audio_features,37OXHw7BDQtMd0ChM8TxFj,spotify:track:37OXHw7BDQtMd0ChM8TxFj,https://api.spotify.com/v1/tracks/37OXHw7BDQtMd0ChM8TxFj,https://api.spotify.com/v1/audio-analysis/37OXHw7BDQtMd0ChM8TxFj,164000,4,52,52,Lonely - Piano Version,Kim Bo,37OXHw7BDQtMd0ChM8TxFj
53,0.414,0.00695,3,-28.545,1,0.0441,0.994,0.883,0.103,0.0395,73.314,audio_features,6tr0rglUFWJmOXr44q6BkV,spotify:track:6tr0rglUFWJmOXr44q6BkV,https://api.spotify.com/v1/tracks/6tr0rglUFWJmOXr44q6BkV,https://api.spotify.com/v1/audio-analysis/6tr0rglUFWJmOXr44q6BkV,283500,3,53,53,Cardigan,Ingrid Olsson,6tr0rglUFWJmOXr44q6BkV
54,0.575,0.188,2,-19.512,1,0.0477,0.29,0.739,0.0734,0.245,171.859,audio_features,2HZ1SeXEhfOpBkus7KGP47,spotify:track:2HZ1SeXEhfOpBkus7KGP47,https://api.spotify.com/v1/tracks/2HZ1SeXEhfOpBkus7KGP47,https://api.spotify.com/v1/audio-analysis/2HZ1SeXEhfOpBkus7KGP47,197625,3,54,54,You Are the Reason (Acoustic Instrumental),Edward Ong,2HZ1SeXEhfOpBkus7KGP47
55,0.593,0.234,9,-19.302,1,0.0505,0.967,0.919,0.116,0.313,139.908,audio_features,3o0klLgskAOo6c1GcuR2S6,spotify:track:3o0klLgskAOo6c1GcuR2S6,https://api.spotify.com/v1/tracks/3o0klLgskAOo6c1GcuR2S6,https://api.spotify.com/v1/audio-analysis/3o0klLgskAOo6c1GcuR2S6,141180,4,55,55,Intentions,Julia Blige,3o0klLgskAOo6c1GcuR2S6
56,0.615,0.314,6,-16.539,1,0.0563,0.815,0.831,0.143,0.583,99.868,audio_features,0RY5ww70H64LaoTCc90WU1,spotify:track:0RY5ww70H64LaoTCc90WU1,https://api.spotify.com/v1/tracks/0RY5ww70H64LaoTCc90WU1,https://api.spotify.com/v1/audio-analysis/0RY5ww70H64LaoTCc90WU1,244558,4,56,56,Lovesick Girls,Marcus Chow,0RY5ww70H64LaoTCc90WU1
57,0.641,0.614,1,-11.583,0,0.0387,0.383,0.667,0.157,0.283,120.924,audio_features,4GowaDwURKk8MHSYuUcCFB,spotify:track:4GowaDwURKk8MHSYuUcCFB,https://api.spotify.com/v1/tracks/4GowaDwURKk8MHSYuUcCFB,https://api.spotify.com/v1/audio-analysis/4GowaDwURKk8MHSYuUcCFB,222269,4,57,57,Good Days - Instrumental,Dayshock Beats,4GowaDwURKk8MHSYuUcCFB
58,0.517,0.292,9,-17.636,0,0.0457,0.915,0.888,0.122,0.504,167.97,audio_features,29FST2hqENuOxD8sBcpCUX,spotify:track:29FST2hqENuOxD8sBcpCUX,https://api.spotify.com/v1/tracks/29FST2hqENuOxD8sBcpCUX,https://api.spotify.com/v1/audio-analysis/29FST2hqENuOxD8sBcpCUX,190080,4,58,58,Willow - Instrumental,Guitar Tribute Players,29FST2hqENuOxD8sBcpCUX
59,0.774,0.338,2,-12.819,1,0.0614,0.876,0.852,0.127,0.474,115.975,audio_features,0qeTqt4eMRoSCWBrndxdgT,spotify:track:0qeTqt4eMRoSCWBrndxdgT,https://api.spotify.com/v1/tracks/0qeTqt4eMRoSCWBrndxdgT,https://api.spotify.com/v1/audio-analysis/0qeTqt4eMRoSCWBrndxdgT,191680,4,59,59,Anyone - Instrumental,Guitar Tribute Players,0qeTqt4eMRoSCWBrndxdgT
