,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,level_0,index,song,artist,track_id
7614,0.593,0.562,5,-8.576,1,0.0291,0.243,0.965,0.106,0.134,82.512,audio_features,45IdK1igL6mw8JQHW7KTgs,spotify:track:45IdK1igL6mw8JQHW7KTgs,https://api.spotify.com/v1/tracks/45IdK1igL6mw8JQHW7KTgs,https://api.spotify.com/v1/audio-analysis/45IdK1igL6mw8JQHW7KTgs,152681,4,7614,8339,Minitaur,Tigerblood Jewel,45IdK1igL6mw8JQHW7KTgs
7615,0.826,0.339,3,-15.209,0,0.0392,0.768,0.925,0.0745,0.54,99.988,audio_features,2AFwLoZzhwZEKiopXC5eJR,spotify:track:2AFwLoZzhwZEKiopXC5eJR,https://api.spotify.com/v1/tracks/2AFwLoZzhwZEKiopXC5eJR,https://api.spotify.com/v1/audio-analysis/2AFwLoZzhwZEKiopXC5eJR,164400,4,7615,8340,Maximum,Too Lamb,2AFwLoZzhwZEKiopXC5eJR
7616,0.659,0.391,0,-10.526,1,0.0523,0.444,0.763,0.105,0.295,77.011,audio_features,6WBW2czYMFtrGcmHI0ItT5,spotify:track:6WBW2czYMFtrGcmHI0ItT5,https://api.spotify.com/v1/tracks/6WBW2czYMFtrGcmHI0ItT5,https://api.spotify.com/v1/audio-analysis/6WBW2czYMFtrGcmHI0ItT5,141097,4,7616,8341,City Life,Tall Knights,6WBW2czYMFtrGcmHI0ItT5
7617,0.575,0.151,10,-17.081,0,0.192,0.259,0.687,0.0985,0.29,125.243,audio_features,5SoHZyienPt4CEkudsII79,spotify:track:5SoHZyienPt4CEkudsII79,https://api.spotify.com/v1/tracks/5SoHZyienPt4CEkudsII79,https://api.spotify.com/v1/audio-analysis/5SoHZyienPt4CEkudsII79,163200,4,7617,8342,listen,wavcrush,5SoHZyienPt4CEkudsII79
7618,0.663,0.371,11,-11.708,1,0.0519,0.0251,0.874,0.155,0.492,109.979,audio_features,2wuy9zI3HVkbTIahNnjnKt,spotify:track:2wuy9zI3HVkbTIahNnjnKt,https://api.spotify.com/v1/tracks/2wuy9zI3HVkbTIahNnjnKt,https://api.spotify.com/v1/audio-analysis/2wuy9zI3HVkbTIahNnjnKt,200733,3,7618,8343,Snap Back,Simhakutty,2wuy9zI3HVkbTIahNnjnKt
7619,0.665,0.248,5,-13.7,1,0.0406,0.777,0.907,0.131,0.214,86.661,audio_features,0CWViXbXU67Xto3hbeHcPI,spotify:track:0CWViXbXU67Xto3hbeHcPI,https://api.spotify.com/v1/tracks/0CWViXbXU67Xto3hbeHcPI,https://api.spotify.com/v1/audio-analysis/0CWViXbXU67Xto3hbeHcPI,196154,5,7619,8344,Ataraxis,Auracane,0CWViXbXU67Xto3hbeHcPI
7620,0.437,0.494,7,-10.345,1,0.106,0.106,0.649,0.13,0.317,191.955,audio_features,4XRmrU3tdwjrvqiHWEMcG7,spotify:track:4XRmrU3tdwjrvqiHWEMcG7,https://api.spotify.com/v1/tracks/4XRmrU3tdwjrvqiHWEMcG7,https://api.spotify.com/v1/audio-analysis/4XRmrU3tdwjrvqiHWEMcG7,172065,3,7620,8345,recollections,Luvbird,4XRmrU3tdwjrvqiHWEMcG7
7621,0.797,0.587,8,-8.653,1,0.0785,0.0402,0.543,0.126,0.65,144.88,audio_features,6N7Hgy6ZpFxdK8rxXZh9TB,spotify:track:6N7Hgy6ZpFxdK8rxXZh9TB,https://api.spotify.com/v1/tracks/6N7Hgy6ZpFxdK8rxXZh9TB,https://api.spotify.com/v1/audio-analysis/6N7Hgy6ZpFxdK8rxXZh9TB,204974,4,7621,8346,Vaporize,Squiid,6N7Hgy6ZpFxdK8rxXZh9TB
7622,0.695,0.564,10,-10.74,0,0.0854,0.425,0.833,0.111,0.441,159.802,audio_features,4doAGMAZc4m1WElRVXnzou,spotify:track:4doAGMAZc4m1WElRVXnzou,https://api.spotify.com/v1/tracks/4doAGMAZc4m1WElRVXnzou,https://api.spotify.com/v1/audio-analysis/4doAGMAZc4m1WElRVXnzou,161133,4,7622,8347,Play It,Bumper Karz,4doAGMAZc4m1WElRVXnzou
7623,0.703,0.382,5,-14.831,0,0.0374,0.688,0.927,0.0944,0.267,125.002,audio_features,6QTId8qrM6PDpNPtGgvuKb,spotify:track:6QTId8qrM6PDpNPtGgvuKb,https://api.spotify.com/v1/tracks/6QTId8qrM6PDpNPtGgvuKb,https://api.spotify.com/v1/audio-analysis/6QTId8qrM6PDpNPtGgvuKb,172325,4,7623,8348,Pink Pyramid,Pink Pyramid,6QTId8qrM6PDpNPtGgvuKb
7624,0.601,0.345,2,-13.454,1,0.0481,0.981,0.458,0.388,0.302,160.017,audio_features,0BzXb43npjCoedlPHH3W2X,spotify:track:0BzXb43npjCoedlPHH3W2X,https://api.spotify.com/v1/tracks/0BzXb43npjCoedlPHH3W2X,https://api.spotify.com/v1/audio-analysis/0BzXb43npjCoedlPHH3W2X,174000,4,7624,8349,OneTwo,Zig Zagger,0BzXb43npjCoedlPHH3W2X
7625,0.531,0.646,10,-9.77,0,0.025,0.000726,0.918,0.179,0.264,124.99,audio_features,3v7jRIZXa7OtGGUySGBMVz,spotify:track:3v7jRIZXa7OtGGUySGBMVz,https://api.spotify.com/v1/tracks/3v7jRIZXa7OtGGUySGBMVz,https://api.spotify.com/v1/audio-analysis/3v7jRIZXa7OtGGUySGBMVz,195785,4,7625,8350,Summer Cruisin’,Paris Rising,3v7jRIZXa7OtGGUySGBMVz
7626,0.664,0.628,0,-9.364,1,0.0265,0.062,0.946,0.0353,0.63,99.987,audio_features,1N00kBoQCYWNHdqiHroUIu,spotify:track:1N00kBoQCYWNHdqiHroUIu,https://api.spotify.com/v1/tracks/1N00kBoQCYWNHdqiHroUIu,https://api.spotify.com/v1/audio-analysis/1N00kBoQCYWNHdqiHroUIu,150756,4,7626,8351,Youth,X Square,1N00kBoQCYWNHdqiHroUIu
7627,0.692,0.409,9,-10.374,1,0.304,0.728,0.911,0.104,0.188,179.642,audio_features,4KSfADgE00WidnWhCZm6WI,spotify:track:4KSfADgE00WidnWhCZm6WI,https://api.spotify.com/v1/tracks/4KSfADgE00WidnWhCZm6WI,https://api.spotify.com/v1/audio-analysis/4KSfADgE00WidnWhCZm6WI,126667,4,7627,8352,Safari of the Mind,Zebra Daydream,4KSfADgE00WidnWhCZm6WI
7628,0.585,0.243,10,-14.631,0,0.0386,0.795,0.886,0.114,0.176,89.994,audio_features,1tZR5quUNfqPsaBcO3ba9Y,spotify:track:1tZR5quUNfqPsaBcO3ba9Y,https://api.spotify.com/v1/tracks/1tZR5quUNfqPsaBcO3ba9Y,https://api.spotify.com/v1/audio-analysis/1tZR5quUNfqPsaBcO3ba9Y,128000,4,7628,8353,Boarding,Vanzeroy,1tZR5quUNfqPsaBcO3ba9Y
7629,0.592,0.726,2,-8.974,0,0.05,0.0124,0.117,0.23,0.479,87.027,audio_features,5HnQ5gbXPjH524zeNn979c,spotify:track:5HnQ5gbXPjH524zeNn979c,https://api.spotify.com/v1/tracks/5HnQ5gbXPjH524zeNn979c,https://api.spotify.com/v1/audio-analysis/5HnQ5gbXPjH524zeNn979c,171034,4,7629,8354,Laugh Away,Windows 96,5HnQ5gbXPjH524zeNn979c
7630,0.791,0.532,1,-6.271,1,0.0518,0.172,0.711,0.0999,0.634,139.979,audio_features,5taACEkO7njxSO6J6vJKvN,spotify:track:5taACEkO7njxSO6J6vJKvN,https://api.spotify.com/v1/tracks/5taACEkO7njxSO6J6vJKvN,https://api.spotify.com/v1/audio-analysis/5taACEkO7njxSO6J6vJKvN,219925,4,7630,8355,Dior,Lofi Chill Hip Hop Beat,5taACEkO7njxSO6J6vJKvN
7631,0.673,0.629,11,-8.561,1,0.0298,0.000106,0.393,0.228,0.453,109.998,audio_features,4y703x3kEh7sKvELIYpIg6,spotify:track:4y703x3kEh7sKvELIYpIg6,https://api.spotify.com/v1/tracks/4y703x3kEh7sKvELIYpIg6,https://api.spotify.com/v1/audio-analysis/4y703x3kEh7sKvELIYpIg6,181097,4,7631,8356,Youthful Lovers,My Two You,4y703x3kEh7sKvELIYpIg6
7632,0.641,0.573,8,-11.363,0,0.03,0.00269,0.913,0.12,0.369,92.006,audio_features,3GB3fTglT3cGErykWWqQwx,spotify:track:3GB3fTglT3cGErykWWqQwx,https://api.spotify.com/v1/tracks/3GB3fTglT3cGErykWWqQwx,https://api.spotify.com/v1/audio-analysis/3GB3fTglT3cGErykWWqQwx,146155,4,7632,8357,Night Trip,Kezz Beats,3GB3fTglT3cGErykWWqQwx
7633,0.661,0.492,8,-11.692,0,0.0397,0.008,0.799,0.194,0.114,75.031,audio_features,445MN9L5j3FgylT30J67S7,spotify:track:445MN9L5j3FgylT30J67S7,https://api.spotify.com/v1/tracks/445MN9L5j3FgylT30J67S7,https://api.spotify.com/v1/audio-analysis/445MN9L5j3FgylT30J67S7,154700,4,7633,8358,Yonder,Cushy,445MN9L5j3FgylT30J67S7
7634,0.4,0.566,4,-11.937,0,0.0334,0.0604,0.838,0.164,0.0686,137.968,audio_features,36LKO32SaXOkakBfSrBdaB,spotify:track:36LKO32SaXOkakBfSrBdaB,https://api.spotify.com/v1/tracks/36LKO32SaXOkakBfSrBdaB,https://api.spotify.com/v1/audio-analysis/36LKO32SaXOkakBfSrBdaB,215527,4,7634,8359,Feel the Same,STRLGHT,36LKO32SaXOkakBfSrBdaB
7635,0.494,0.698,9,-7.901,0,0.0296,0.00569,0.785,0.0677,0.149,156.001,audio_features,0eFMuwqvjTywUzo4deJMVe,spotify:track:0eFMuwqvjTywUzo4deJMVe,https://api.spotify.com/v1/tracks/0eFMuwqvjTywUzo4deJMVe,https://api.spotify.com/v1/audio-analysis/0eFMuwqvjTywUzo4deJMVe,191859,4,7635,8360,Cut the Corner,Luwaks,0eFMuwqvjTywUzo4deJMVe
7636,0.63,0.488,1,-13.066,1,0.0454,0.247,0.855,0.148,0.166,111.987,audio_features,4mYQIS12ZMDVRsjMBHAZFP,spotify:track:4mYQIS12ZMDVRsjMBHAZFP,https://api.spotify.com/v1/tracks/4mYQIS12ZMDVRsjMBHAZFP,https://api.spotify.com/v1/audio-analysis/4mYQIS12ZMDVRsjMBHAZFP,197143,4,7636,8361,Neikan,Taras Bazeev,4mYQIS12ZMDVRsjMBHAZFP
7637,0.708,0.303,0,-8.419,1,0.348,0.742,0.887,0.225,0.457,89.915,audio_features,1sGcWIEHSe8LGialPQqd7S,spotify:track:1sGcWIEHSe8LGialPQqd7S,https://api.spotify.com/v1/tracks/1sGcWIEHSe8LGialPQqd7S,https://api.spotify.com/v1/audio-analysis/1sGcWIEHSe8LGialPQqd7S,178667,4,7637,8362,Silky,Griefcake,1sGcWIEHSe8LGialPQqd7S
7638,0.687,0.382,10,-12.437,0,0.0666,0.753,0.883,0.0957,0.155,104.999,audio_features,2x3ttVsyPRpohqMaeykLSs,spotify:track:2x3ttVsyPRpohqMaeykLSs,https://api.spotify.com/v1/tracks/2x3ttVsyPRpohqMaeykLSs,https://api.spotify.com/v1/audio-analysis/2x3ttVsyPRpohqMaeykLSs,124286,4,7638,8363,ultraviolet blue,run faster billy,2x3ttVsyPRpohqMaeykLSs
7639,0.506,0.464,0,-6.37,1,0.0464,0.667,0.774,0.106,0.341,133.511,audio_features,4JURcHapCGVkTSerAumyLR,spotify:track:4JURcHapCGVkTSerAumyLR,https://api.spotify.com/v1/tracks/4JURcHapCGVkTSerAumyLR,https://api.spotify.com/v1/audio-analysis/4JURcHapCGVkTSerAumyLR,138087,4,7639,8364,Slumber Summer,AVAANI,4JURcHapCGVkTSerAumyLR
7640,0.563,0.528,2,-7.238,1,0.114,0.00225,0.927,0.206,0.253,90.225,audio_features,1pdKU0AICafQKlNqbPG5KO,spotify:track:1pdKU0AICafQKlNqbPG5KO,https://api.spotify.com/v1/tracks/1pdKU0AICafQKlNqbPG5KO,https://api.spotify.com/v1/audio-analysis/1pdKU0AICafQKlNqbPG5KO,156464,4,7640,8365,Rushing,Dylan Sitts,1pdKU0AICafQKlNqbPG5KO
7641,0.806,0.326,10,-10.35,0,0.278,0.767,0.83,0.136,0.738,70.016,audio_features,0o1VbugWALS7ivkmB8esLI,spotify:track:0o1VbugWALS7ivkmB8esLI,https://api.spotify.com/v1/tracks/0o1VbugWALS7ivkmB8esLI,https://api.spotify.com/v1/audio-analysis/0o1VbugWALS7ivkmB8esLI,123474,4,7641,8366,One On One,Pocketsample,0o1VbugWALS7ivkmB8esLI
7642,0.812,0.442,1,-9.981,0,0.237,0.455,0.845,0.127,0.274,75.998,audio_features,72GHamwYYMUNfLPrEuxrvN,spotify:track:72GHamwYYMUNfLPrEuxrvN,https://api.spotify.com/v1/tracks/72GHamwYYMUNfLPrEuxrvN,https://api.spotify.com/v1/audio-analysis/72GHamwYYMUNfLPrEuxrvN,165000,4,7642,8367,painting 101,d33p s3a discovery,72GHamwYYMUNfLPrEuxrvN
7643,0.693,0.637,4,-6.847,0,0.0342,0.0344,0.86,0.102,0.126,140.011,audio_features,1bFbRcEr176gytK7jpXZy3,spotify:track:1bFbRcEr176gytK7jpXZy3,https://api.spotify.com/v1/tracks/1bFbRcEr176gytK7jpXZy3,https://api.spotify.com/v1/audio-analysis/1bFbRcEr176gytK7jpXZy3,141207,4,7643,8368,Ocean,Damien Thorpe,1bFbRcEr176gytK7jpXZy3
7644,0.479,0.15,0,-9.707,1,0.133,0.786,0.93,0.121,0.281,37.507,audio_features,7ftgxd8rL8HSODwcue7jwH,spotify:track:7ftgxd8rL8HSODwcue7jwH,https://api.spotify.com/v1/tracks/7ftgxd8rL8HSODwcue7jwH,https://api.spotify.com/v1/audio-analysis/7ftgxd8rL8HSODwcue7jwH,153600,3,7644,8369,Nights,Fractite,7ftgxd8rL8HSODwcue7jwH
7645,0.646,0.472,5,-12.9,1,0.219,0.553,0.936,0.215,0.401,94.958,audio_features,2L564Gg8T5QvE3I9qc4Okr,spotify:track:2L564Gg8T5QvE3I9qc4Okr,https://api.spotify.com/v1/tracks/2L564Gg8T5QvE3I9qc4Okr,https://api.spotify.com/v1/audio-analysis/2L564Gg8T5QvE3I9qc4Okr,187105,4,7645,8370,Needless to Say,Galavant Cross,2L564Gg8T5QvE3I9qc4Okr
7646,0.801,0.45,11,-6.814,0,0.0819,0.276,0.883,0.114,0.72,145.018,audio_features,1kMW4G825Ch7Ba6kps51Wp,spotify:track:1kMW4G825Ch7Ba6kps51Wp,https://api.spotify.com/v1/tracks/1kMW4G825Ch7Ba6kps51Wp,https://api.spotify.com/v1/audio-analysis/1kMW4G825Ch7Ba6kps51Wp,119172,4,7646,8371,Cognac Carousel,A P O L L O,1kMW4G825Ch7Ba6kps51Wp
7647,0.809,0.394,8,-7.341,0,0.12,0.0167,0.866,0.245,0.223,92.01,audio_features,3FGPjaDyaVXSpubOPwFV0Q,spotify:track:3FGPjaDyaVXSpubOPwFV0Q,https://api.spotify.com/v1/tracks/3FGPjaDyaVXSpubOPwFV0Q,https://api.spotify.com/v1/audio-analysis/3FGPjaDyaVXSpubOPwFV0Q,138261,4,7647,8372,Main Stage,_91nova,3FGPjaDyaVXSpubOPwFV0Q
7648,0.676,0.335,5,-8.777,1,0.0364,0.0784,0.917,0.0696,0.411,79.99,audio_features,1xiAY4P9UPGWhBVVTFV2ik,spotify:track:1xiAY4P9UPGWhBVVTFV2ik,https://api.spotify.com/v1/tracks/1xiAY4P9UPGWhBVVTFV2ik,https://api.spotify.com/v1/audio-analysis/1xiAY4P9UPGWhBVVTFV2ik,108000,4,7648,8373,Pancakes,farmor,1xiAY4P9UPGWhBVVTFV2ik
7649,0.715,0.452,6,-9.997,0,0.137,0.651,0.767,0.102,0.0396,180.068,audio_features,0Vseq98pqRvXIyxnARrbKZ,spotify:track:0Vseq98pqRvXIyxnARrbKZ,https://api.spotify.com/v1/tracks/0Vseq98pqRvXIyxnARrbKZ,https://api.spotify.com/v1/audio-analysis/0Vseq98pqRvXIyxnARrbKZ,128667,4,7649,8374,noah's arcade,sharkus aurelius,0Vseq98pqRvXIyxnARrbKZ
7650,0.73,0.484,8,-8.342,1,0.492,0.743,0.649,0.0973,0.401,75.016,audio_features,3T7QlyJOTh1VqqgGWH5T7Q,spotify:track:3T7QlyJOTh1VqqgGWH5T7Q,https://api.spotify.com/v1/tracks/3T7QlyJOTh1VqqgGWH5T7Q,https://api.spotify.com/v1/audio-analysis/3T7QlyJOTh1VqqgGWH5T7Q,147200,4,7650,8375,Serum,Moofushi,3T7QlyJOTh1VqqgGWH5T7Q
7651,0.686,0.299,7,-15.872,0,0.0408,0.854,0.811,0.0903,0.453,82.016,audio_features,6grPUbMbj1v8tM0aelZlrl,spotify:track:6grPUbMbj1v8tM0aelZlrl,https://api.spotify.com/v1/tracks/6grPUbMbj1v8tM0aelZlrl,https://api.spotify.com/v1/audio-analysis/6grPUbMbj1v8tM0aelZlrl,133537,4,7651,8376,Goodbye Jungle,Stronk,6grPUbMbj1v8tM0aelZlrl
7652,0.603,0.42,0,-7.606,1,0.11,0.143,0.801,0.117,0.314,186.023,audio_features,3X3BewGLYG3qc5fsMmskZb,spotify:track:3X3BewGLYG3qc5fsMmskZb,https://api.spotify.com/v1/tracks/3X3BewGLYG3qc5fsMmskZb,https://api.spotify.com/v1/audio-analysis/3X3BewGLYG3qc5fsMmskZb,129032,4,7652,8377,Fish Fry,_91nova,3X3BewGLYG3qc5fsMmskZb
7653,0.568,0.551,4,-7.402,0,0.0565,0.701,0.915,0.184,0.235,73.985,audio_features,0tLb7gryamtrnSwN6GvaI2,spotify:track:0tLb7gryamtrnSwN6GvaI2,https://api.spotify.com/v1/tracks/0tLb7gryamtrnSwN6GvaI2,https://api.spotify.com/v1/audio-analysis/0tLb7gryamtrnSwN6GvaI2,184865,4,7653,8378,Naomi,Diamond Rainclouds,0tLb7gryamtrnSwN6GvaI2
7654,0.8,0.715,0,-7.748,1,0.0669,0.676,0.676,0.0718,0.643,80.001,audio_features,7l5Jf5ccJLD2rRNYKiEYHf,spotify:track:7l5Jf5ccJLD2rRNYKiEYHf,https://api.spotify.com/v1/tracks/7l5Jf5ccJLD2rRNYKiEYHf,https://api.spotify.com/v1/audio-analysis/7l5Jf5ccJLD2rRNYKiEYHf,156750,4,7654,8379,Clarity,Bondi Collective,7l5Jf5ccJLD2rRNYKiEYHf
7655,0.791,0.237,3,-11.012,1,0.103,0.889,0.902,0.0924,0.534,146.035,audio_features,2w2QF8Gw2WDsv5qgMAcRLA,spotify:track:2w2QF8Gw2WDsv5qgMAcRLA,https://api.spotify.com/v1/tracks/2w2QF8Gw2WDsv5qgMAcRLA,https://api.spotify.com/v1/audio-analysis/2w2QF8Gw2WDsv5qgMAcRLA,151233,4,7655,8380,Untitled 73,RecDubCircuitry,2w2QF8Gw2WDsv5qgMAcRLA
7656,0.619,0.314,11,-11.375,1,0.0368,0.411,0.724,0.103,0.0571,119.957,audio_features,4fkuzFLzXSzslhrHWSGGhI,spotify:track:4fkuzFLzXSzslhrHWSGGhI,https://api.spotify.com/v1/tracks/4fkuzFLzXSzslhrHWSGGhI,https://api.spotify.com/v1/audio-analysis/4fkuzFLzXSzslhrHWSGGhI,132333,4,7656,8381,awareness,threefourfive,4fkuzFLzXSzslhrHWSGGhI
7657,0.816,0.278,7,-9.888,0,0.0609,0.0459,0.902,0.239,0.257,119.994,audio_features,4CxrzUx445Ace7LZdqn3Ri,spotify:track:4CxrzUx445Ace7LZdqn3Ri,https://api.spotify.com/v1/tracks/4CxrzUx445Ace7LZdqn3Ri,https://api.spotify.com/v1/audio-analysis/4CxrzUx445Ace7LZdqn3Ri,112000,4,7657,8382,Routinez,Jazzmute,4CxrzUx445Ace7LZdqn3Ri
7658,0.577,0.565,7,-8.342,1,0.0417,0.0601,0.872,0.115,0.3,74.954,audio_features,3DkIRVJj43aQfACA5Ys68J,spotify:track:3DkIRVJj43aQfACA5Ys68J,https://api.spotify.com/v1/tracks/3DkIRVJj43aQfACA5Ys68J,https://api.spotify.com/v1/audio-analysis/3DkIRVJj43aQfACA5Ys68J,100717,4,7658,8383,voices in my head,metabolar,3DkIRVJj43aQfACA5Ys68J
7659,0.81,0.347,11,-9.461,0,0.0668,0.919,0.92,0.0664,0.665,89.97,audio_features,1v2LaoxIPI1JycaBW48J8K,spotify:track:1v2LaoxIPI1JycaBW48J8K,https://api.spotify.com/v1/tracks/1v2LaoxIPI1JycaBW48J8K,https://api.spotify.com/v1/audio-analysis/1v2LaoxIPI1JycaBW48J8K,108000,4,7659,8384,"Gently, Downstream",Blazing Paddles,1v2LaoxIPI1JycaBW48J8K
7660,0.764,0.674,8,-11.448,1,0.0375,0.156,0.901,0.0993,0.424,150.003,audio_features,0QFcHokdMwutFWzr2STTnu,spotify:track:0QFcHokdMwutFWzr2STTnu,https://api.spotify.com/v1/tracks/0QFcHokdMwutFWzr2STTnu,https://api.spotify.com/v1/audio-analysis/0QFcHokdMwutFWzr2STTnu,157250,4,7660,8385,You've Definitely Had Your Moments,"Sarah, the Illstrumentalist",0QFcHokdMwutFWzr2STTnu
7661,0.559,0.195,1,-14.81,0,0.031,0.94,0.913,0.0795,0.188,142.0,audio_features,671VGl3HosCEVLui9huFJ3,spotify:track:671VGl3HosCEVLui9huFJ3,https://api.spotify.com/v1/tracks/671VGl3HosCEVLui9huFJ3,https://api.spotify.com/v1/audio-analysis/671VGl3HosCEVLui9huFJ3,108195,4,7661,8386,Stardust Memories,Polysnare,671VGl3HosCEVLui9huFJ3
7662,0.733,0.398,11,-7.866,0,0.0312,0.162,0.934,0.0822,0.173,131.039,audio_features,5JxFvaS1t2swlhhcuqIYyn,spotify:track:5JxFvaS1t2swlhhcuqIYyn,https://api.spotify.com/v1/tracks/5JxFvaS1t2swlhhcuqIYyn,https://api.spotify.com/v1/audio-analysis/5JxFvaS1t2swlhhcuqIYyn,150167,4,7662,8387,No Motivation,Molife,5JxFvaS1t2swlhhcuqIYyn
7663,0.902,0.858,1,-4.908,1,0.039,0.00503,0.845,0.0941,0.821,91.999,audio_features,2AtkeDMPxlvnUSSaVnZ5MX,spotify:track:2AtkeDMPxlvnUSSaVnZ5MX,https://api.spotify.com/v1/tracks/2AtkeDMPxlvnUSSaVnZ5MX,https://api.spotify.com/v1/audio-analysis/2AtkeDMPxlvnUSSaVnZ5MX,192543,4,7663,8388,Different Type Of Vibeo,Matt Large,2AtkeDMPxlvnUSSaVnZ5MX
7664,0.517,0.331,0,-14.3,1,0.0369,0.00959,0.861,0.53,0.167,170.061,audio_features,7yemMdaZ7y9HS5vOkKBlUO,spotify:track:7yemMdaZ7y9HS5vOkKBlUO,https://api.spotify.com/v1/tracks/7yemMdaZ7y9HS5vOkKBlUO,https://api.spotify.com/v1/audio-analysis/7yemMdaZ7y9HS5vOkKBlUO,137346,4,7664,8389,Tea For Three,French Connection,7yemMdaZ7y9HS5vOkKBlUO
7665,0.572,0.793,9,-9.683,0,0.0594,0.0882,0.862,0.119,0.338,180.038,audio_features,3P9nPdI80qLU6i4PCu9utx,spotify:track:3P9nPdI80qLU6i4PCu9utx,https://api.spotify.com/v1/tracks/3P9nPdI80qLU6i4PCu9utx,https://api.spotify.com/v1/audio-analysis/3P9nPdI80qLU6i4PCu9utx,149333,4,7665,8390,High Blossom,Lætitia,3P9nPdI80qLU6i4PCu9utx
7666,0.661,0.343,9,-12.409,0,0.0344,0.047,0.801,0.142,0.321,92.092,audio_features,74aOxMVG9XAoPiT0fG5qpj,spotify:track:74aOxMVG9XAoPiT0fG5qpj,https://api.spotify.com/v1/tracks/74aOxMVG9XAoPiT0fG5qpj,https://api.spotify.com/v1/audio-analysis/74aOxMVG9XAoPiT0fG5qpj,113043,4,7666,8391,Couchsurfing,Soul Dojo,74aOxMVG9XAoPiT0fG5qpj
7667,0.807,0.554,6,-6.548,1,0.114,0.0152,0.878,0.142,0.324,90.02,audio_features,1xXQc2REQJrIWvpSljejP7,spotify:track:1xXQc2REQJrIWvpSljejP7,https://api.spotify.com/v1/tracks/1xXQc2REQJrIWvpSljejP7,https://api.spotify.com/v1/audio-analysis/1xXQc2REQJrIWvpSljejP7,85340,4,7667,8392,Bikes,Nometronn,1xXQc2REQJrIWvpSljejP7
7668,0.844,0.244,1,-13.287,1,0.155,0.853,0.827,0.108,0.907,83.106,audio_features,5ACcn12wzLSQb7OqfXvX0w,spotify:track:5ACcn12wzLSQb7OqfXvX0w,https://api.spotify.com/v1/tracks/5ACcn12wzLSQb7OqfXvX0w,https://api.spotify.com/v1/audio-analysis/5ACcn12wzLSQb7OqfXvX0w,114682,4,7668,8393,lemon,Wun Two,5ACcn12wzLSQb7OqfXvX0w
7669,0.576,0.498,3,-10.707,0,0.086,0.746,0.249,0.273,0.706,89.013,audio_features,4cPAlNvmPCRulfIldis6aL,spotify:track:4cPAlNvmPCRulfIldis6aL,https://api.spotify.com/v1/tracks/4cPAlNvmPCRulfIldis6aL,https://api.spotify.com/v1/audio-analysis/4cPAlNvmPCRulfIldis6aL,146292,4,7669,8394,Backrest,Mama Gecko,4cPAlNvmPCRulfIldis6aL
7670,0.654,0.322,7,-8.131,0,0.0389,0.574,0.841,0.225,0.342,87.919,audio_features,7IJEcchCTSdeEwiK226KLG,spotify:track:7IJEcchCTSdeEwiK226KLG,https://api.spotify.com/v1/tracks/7IJEcchCTSdeEwiK226KLG,https://api.spotify.com/v1/audio-analysis/7IJEcchCTSdeEwiK226KLG,99545,4,7670,8396,Poetree,Jazzy James,7IJEcchCTSdeEwiK226KLG
7671,0.757,0.139,0,-6.647,0,0.0468,0.576,0.695,0.244,0.533,80.009,audio_features,4sT5NZD0cHvpB3fcDkrGpD,spotify:track:4sT5NZD0cHvpB3fcDkrGpD,https://api.spotify.com/v1/tracks/4sT5NZD0cHvpB3fcDkrGpD,https://api.spotify.com/v1/audio-analysis/4sT5NZD0cHvpB3fcDkrGpD,180000,4,7671,8397,belief tree,Bullseye Release,4sT5NZD0cHvpB3fcDkrGpD
7672,0.804,0.527,1,-3.471,1,0.0503,0.154,0.889,0.0938,0.375,93.084,audio_features,2sVVZJS9andmMIl1zg7EOj,spotify:track:2sVVZJS9andmMIl1zg7EOj,https://api.spotify.com/v1/tracks/2sVVZJS9andmMIl1zg7EOj,https://api.spotify.com/v1/audio-analysis/2sVVZJS9andmMIl1zg7EOj,132693,4,7672,8398,Watch Your Back,baegel,2sVVZJS9andmMIl1zg7EOj
7673,0.701,0.256,0,-8.308,0,0.111,0.507,0.901,0.109,0.577,134.284,audio_features,3BSCMoxZcrMjFm7w4F1F2E,spotify:track:3BSCMoxZcrMjFm7w4F1F2E,https://api.spotify.com/v1/tracks/3BSCMoxZcrMjFm7w4F1F2E,https://api.spotify.com/v1/audio-analysis/3BSCMoxZcrMjFm7w4F1F2E,114627,4,7673,8399,Lofi Personal Shrinkage,Single Friend,3BSCMoxZcrMjFm7w4F1F2E
7674,0.575,0.6,0,-12.59,0,0.0564,0.0136,0.802,0.205,0.0361,89.852,audio_features,5eqdjCfqFcbX4F6GBISrHm,spotify:track:5eqdjCfqFcbX4F6GBISrHm,https://api.spotify.com/v1/tracks/5eqdjCfqFcbX4F6GBISrHm,https://api.spotify.com/v1/audio-analysis/5eqdjCfqFcbX4F6GBISrHm,184667,4,7674,8400,Immersive,Pjuck,5eqdjCfqFcbX4F6GBISrHm
